car;area;mun
 RN-2404705-D395E76EED224DDEAAE010606F0D06BE;316980;Ipanguaçu
 RN-2404705-697B1E00B0D1470A87EDA4EB4402021B;414407;Ipanguaçu
 RN-2404705-8CAE0DE7F0404590B3F5D3307DA4B7F7;304482;Ipanguaçu
 RN-2404705-78DB822DCAAB49AEAFC0E0F8EE834A8F;59860;Ipanguaçu
 RN-2404705-E42C68EC096F48578663C57BD4B0D7BF;285253;Ipanguaçu
 RN-2404705-78BFEADA442848BC9745D339608141EB;60669;Ipanguaçu
 RN-2404705-8C9C51E9A0524DAB875275051D89E6E8;3224046;Ipanguaçu
 RN-2404705-4BDDAC9815C74104B06221CB40264ADE;41040;Ipanguaçu
 RN-2404705-880D3AED08994404904D5D607BD7F4CD;44760;Ipanguaçu
 RN-2404705-F414A10B62314F20B0B63BAF246193B7;38880;Ipanguaçu
 RN-2404705-C31B3ABC4670473C94F5AA7153EE9A90;66132;Ipanguaçu
 RN-2404705-BE5DE69D981E4473981C3B253907B8AC;226178;Ipanguaçu
 RN-2404705-89474167111443BFB05B9138FAD2E38C;216402;Ipanguaçu
 RN-2404705-4BBCE59E7AA24A45874C45CCCAA09AD9;30086;Ipanguaçu
 RN-2404705-868B07D9FDD34B79837A7162C7615233;135040;Ipanguaçu
 RN-2404705-C9359C12D3884A33B182AF33EE08F73E;106722;Ipanguaçu
 RN-2404705-5C04BF9EA52E42C5A0B87396D8B015A3;114140;Ipanguaçu
 RN-2404705-5159D8A490854B45BBC7EC85DD712F0C;71998;Ipanguaçu
 RN-2404705-758968D58F76443591F66F3D75BA09D9;389810;Ipanguaçu
 RN-2404705-258A78F522AC4BFF8BA7370B93C13E8D;50034;Ipanguaçu
 RN-2404705-F50DD313E0834F799D0DDC3AB8173CA2;370257;Ipanguaçu
 RN-2404705-48852659F9BD48DF88191E4F8A0CFE6D;7712521;Ipanguaçu
 RN-2404705-B2CECC7C23554719A4D88A1F9FE14639;556570;Ipanguaçu
 RN-2404705-2ADBB8874315460CBA0752955D3C0DB8;124897;Ipanguaçu
 RN-2404705-16EEEB9D439A4ECE8B9B9FB7A96BF31E;229294;Ipanguaçu
 RN-2404705-F52BA9AB6D3249BFB106294540383FFF;53012;Ipanguaçu
 RN-2404705-21562217DD934CEB9F0A7C2961A9EB3A;142139;Ipanguaçu
 RN-2404705-3F9152167B034B3195DEEA03CF6FBCC4;189979;Ipanguaçu
 RN-2404705-1F39105E04864A86A1DD075C998C2B18;1003703;Ipanguaçu
 RN-2404705-709CE52B5CA34C609EE83932FD37DC72;428995;Ipanguaçu
 RN-2404705-2FBEB5DB26AE467A910B0FEF0DC39FDF;233177;Ipanguaçu
 RN-2404705-7E04360A5EF1442B8A8A71AC0C4241D3;379449;Ipanguaçu
 RN-2404705-E171EDF193A140F994CD5BA46FC85CD1;723655;Ipanguaçu
 RN-2404705-91E81A4DD1FC415F93AD539345573A19;204554;Ipanguaçu
 RN-2404705-5A3DEC6DA3E7427788860B967176D1CF;69647;Ipanguaçu
 RN-2404705-A5C89EBBCA03401BA86741B18BE11273;49952;Ipanguaçu
 RN-2404705-4AB2F18891FE4B3197727299432409E5;190837;Ipanguaçu
 RN-2404705-C7A0BE237FDE4031AD9AD21AB0764105;57121;Ipanguaçu
 RN-2404705-60BB1ABED19B4F4E82BFEAC35539B993;65506;Ipanguaçu
 RN-2404705-D8E4BB9E26C04B5B9E0A674CEA6C9C56;180290;Ipanguaçu
 RN-2404705-5CC393D7E6F74D1A86CD5658827BFB6A;3082758;Ipanguaçu
 RN-2404705-C4CB8A6007D142B3A4453B7790CE1E4E;191592;Ipanguaçu
 RN-2404705-C33514DB6F6C481F9EFED64DD8F34467;1812903;Ipanguaçu
 RN-2404705-0543F7ABE5F04602AE582FB375A249A5;229223;Ipanguaçu
 RN-2404705-AB8D13619D974D2A96D5DFD9C1342134;116806;Ipanguaçu
 RN-2404705-25CE1986A0BB4F929738A29ADCF746BE;2200043;Ipanguaçu
 RN-2404705-92C15CDA62E14E79A720ABAB1828AEDE;330341;Ipanguaçu
 RN-2404705-F32EBD036B914982A33544CFB5171BF5;409381;Ipanguaçu
 RN-2404705-85AB41D5AE004F07B24AEB7EC070D73B;156210;Ipanguaçu
 RN-2404705-08CC262B1D134C59812DB5B9B7071C9A;227147;Ipanguaçu
 RN-2404705-5792E392682A494088148E4D80213CB0;777867;Ipanguaçu
 RN-2404705-F8962BC5554B4A2AAAE1F8CC7148D06A;728784;Ipanguaçu
 RN-2404705-006C6D0EAD364FA0B5C89C76225CDC43;1050059;Ipanguaçu
 RN-2404705-D42B685A07B54FDD80AE015441D28B36;2087708;Ipanguaçu
 RN-2404705-DA7D5E2C7677497C93CF33B5A10112D8;209535;Ipanguaçu
 RN-2404705-F48DD467D11A459FA8A610B0D9CD115A;298673;Ipanguaçu
 RN-2404705-BFD96898B9C943B49C1371D006520A49;229223;Ipanguaçu
 RN-2404705-C525F18D13514EB79D73602B08787623;229099;Ipanguaçu
 RN-2404705-8EE23218314F47D0AB858A193775A5F0;343044;Ipanguaçu
 RN-2404705-6719B1C541574B7499CA19799C1BCD44;148435;Ipanguaçu
 RN-2404705-7EE1804EF2CD4894A280F23939265CB3;122475;Ipanguaçu
 RN-2404705-413E3AD4431147E8A3DA1963A43D176D;112383;Ipanguaçu
 RN-2404705-3C6564D7D9974CC3890D50C6662746A9;164276;Ipanguaçu
 RN-2404705-DA48DAD866F040C9B01A0342531E64CD;243778;Ipanguaçu
 RN-2404705-503BF5A3CA1F4EA5B6B759C695F0665C;171762;Ipanguaçu
 RN-2404705-F16F8B96865542BEB8F88CE7F83E7296;551251;Ipanguaçu
 RN-2404705-260BA3CD85C14013972F7DE0B59C3748;229201;Ipanguaçu
 RN-2404705-DFA34BB09D6A471A80A3DBD293273DF3;92400;Ipanguaçu
 RN-2404705-F1566A9367AF449794089C8C89B3CB0F;83787;Ipanguaçu
